Job Title,Company Name,Job Tags,Salary Range,Date Posted,Location,Country,City,Job Category,Skills Found,Skills Count,All Skills List
Account Manager,Digible,"Manager, Manager, Marketing, Marketing, Analytics, Analytics",💰 Upgrade to Premium to see salary,2026-01-06T00:01:10+00:00,Remote,Remote,Remote,Data Analysis,R,1,R
Senior Software Engineer Frontend Engineering,Trase Systems,"Front End, Front End, Software, Software, Senior, Senior",💰 Upgrade to Premium to see salary,2026-01-06T00:00:49+00:00,Remote,Remote,Remote,Software Development,R,1,R
AI Developer 1551,Highstreet,"Developer, Developer, Design, Design, Technical, Technical",💰 Upgrade to Premium to see salary,2026-01-06T00:00:23+00:00,United States,United States,Multiple locations,Data Science,R,1,R
Software Engineer Agent Infrastructure,OpenAI,"Software, Software, Design, Design, System, System",💰 Upgrade to Premium to see salary,2026-01-05T22:00:11+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Software Development,R,1,R
Software Engineer,Tech Solutions Inc.,"Software, Software, Web, Web, Engineer, Engineer",💰 Upgrade to Premium to see salary,2026-01-05T20:00:13+00:00,San Francisco,San Francisco,Multiple locations,Software Development,R,1,R
Senior Backend PHP Software Engineer Inventory,Cloudbeds,"Software, Software, SaaS, SaaS, Amazon, Amazon",💰 Upgrade to Premium to see salary,2026-01-05T18:01:20+00:00,Minnesota,Minnesota,Multiple locations,Software Development,R,1,R
Senior Backend PHP Software Engineer Inventory,Cloudbeds,"Software, Software, SaaS, SaaS, Amazon, Amazon",💰 Upgrade to Premium to see salary,2026-01-05T18:00:53+00:00,Michigan,Michigan,Multiple locations,Software Development,R,1,R
Senior Backend PHP Software Engineer Inventory,Cloudbeds,"Software, Software, SaaS, SaaS, Amazon, Amazon",💰 Upgrade to Premium to see salary,2026-01-05T18:00:21+00:00,Massachusetts,Us,Massachetts,Software Development,R,1,R
Associate Growth Marketer API,CoinGecko,"Growth, Growth, Design, Design, Cryptocurrency, Cryptocurrency",💰 Upgrade to Premium to see salary,2026-01-05T12:00:59+00:00,Malaysia,Malaysia,Multiple locations,Other,R,1,R
Site Reliability Engineer,Bobsled,"Technical, Technical, Operational, Operational, Analytics, Analytics",💰 Upgrade to Premium to see salary,2026-01-05T12:00:52+00:00,US/Canada,Us,/Canada,Data Analysis,R,1,R
Video Editor,Interview Kickstart,"System, System, Ceo, Ceo, Video, Video",💰 Upgrade to Premium to see salary,2026-01-05T11:00:24+00:00,Remote,Remote,Remote,Other,None identified,0,
Content Marketing Manager,CertiK,"Manager, Manager, Web3, Web3, Security, Security",💰 Upgrade to Premium to see salary,2026-01-05T05:00:01+00:00,US / Remote,Us,/ Remote,Marketing,"R, Web3",2,R | Web3
Head of Paid Search,Wpromote,"Security, Security, Support, Support, Growth, Growth",💰 Upgrade to Premium to see salary,2026-01-05T00:00:14+00:00,"Remote, United States",United States,Remote,Data Science,R,1,R
Online Hotel Reservationist Fully,Destination Knot,"Growth, Growth, Travel, Travel",💰 Upgrade to Premium to see salary,2026-01-04T12:00:01+00:00,New York,New York,Multiple locations,Other,R,1,R
Full Stack Software Engineer,Memberup.com,"Engineer, Engineer",💰 $80k - $140k,2026-01-04T00:00:11+00:00,⏰ Contractor,⏰ Contractor,Multiple locations,Software Development,R,1,R
Account Executive,Qualio,"SaaS, SaaS, Salesforce, Salesforce, Growth, Growth",💰 Upgrade to Premium to see salary,2026-01-03T16:00:45+00:00,North America,North America,Multiple locations,Sales,"R, Salesforce",2,R | Salesforce
Associate Technical Support Engineer,Recharge,"Technical, Technical, Support, Support, Engineer, Engineer",💰 Upgrade to Premium to see salary,2026-01-03T16:00:15+00:00,Remote,Remote,Remote,Support,R,1,R
Senior Software Engineer,Bugcrowd,"Software, Software, Design, Design, Security, Security",💰 Upgrade to Premium to see salary,2026-01-03T15:00:11+00:00,India,India,Multiple locations,Software Development,R,1,R
Staff Software Engineer,Malt,"Software, Software, Design, Design, Technical, Technical",💰 Upgrade to Premium to see salary,2026-01-03T10:00:02+00:00,France,France,Multiple locations,Software Development,R,1,R
Espresso,Espresso,,💰 Upgrade to Premium to see salary,2026-01-03T09:00:06+00:00,Remote,Remote,Remote,Other,None identified,0,
SQUIRE,SQUIRE,,💰 Upgrade to Premium to see salary,2026-01-02T16:00:21+00:00,Remote,Remote,Remote,Other,None identified,0,
Executive Assistant Operations Virtual Assistant,Assist World,"Assistant, Assistant, System, System, Consulting, Consulting",💰 Upgrade to Premium to see salary,2026-01-02T05:00:08+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Other,None identified,0,
Marketing & Sponsorship Coordinator,Assist World,"Coordinator, Coordinator, Support, Support, Content, Content",💰 Upgrade to Premium to see salary,2026-01-02T05:00:01+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Marketing,R,1,R
Staff Software Engineer Money,Galileo Financial Technologies,"Software, Software, Finance, Finance, Financial, Financial",💰 Upgrade to Premium to see salary,2026-01-01T22:00:55+00:00,New York City,New York City,Multiple locations,Software Development,R,1,R
Senior Cloud Engineer,ClickHouse,"Security, Security, Architect, Architect, C, C",💰 Upgrade to Premium to see salary,2026-01-01T22:00:37+00:00,United States,United States,Multiple locations,DevOps,R,1,R
Regional Director Public Sector Sales DOW,Chainguard,"Director, Director, Security, Security, Software, Software",💰 Upgrade to Premium to see salary,2026-01-01T22:00:17+00:00,Washington DC,Washington DC,Multiple locations,Sales,R,1,R
Senior Staff AI Software Engineer,Aegis Ventures,"Software, Software, Python, Python, Technical, Technical",💰 Upgrade to Premium to see salary,2026-01-01T21:00:15+00:00,"Remote, U.S.","Remote, U.S.",Multiple locations,Data Science,"Python, R",2,Python | R
Security Architect,Dexterity,"Security, Security, Architect, Architect, Python, Python",💰 Upgrade to Premium to see salary,2025-12-31T22:00:02+00:00,Redwood City,Redwood City,Multiple locations,Other,"Python, R",2,Python | R
Member of Technical Staff Fullstack Engineer,Inflection AI,"Technical, Technical, Support, Support, Engineer, Engineer",💰 Upgrade to Premium to see salary,2025-12-31T08:00:42+00:00,Palo Alto,Palo Alto,Multiple locations,Support,R,1,R
Staff Software Engineer Simulation,Muon Space,"Software, Software, Design, Design, System, System",💰 Upgrade to Premium to see salary,2025-12-31T08:00:18+00:00,San Jose,San Jose,Multiple locations,Software Development,R,1,R
Software Engineer Networking Software and Services,xAI,"Software, Software, Support, Support, Travel, Travel",💰 Upgrade to Premium to see salary,2025-12-30T15:00:10+00:00,Remote,Remote,Remote,Software Development,R,1,R
Client Success Executive Wayforge,SBI Growth,"Marketing, Marketing, Consulting, Consulting, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-30T12:00:16+00:00,Remote,Remote,Remote,Marketing,R,1,R
WNS Global Services,WNS Global Services,,💰 Upgrade to Premium to see salary,2025-12-30T08:00:29+00:00,India,India,Multiple locations,Other,None identified,0,
Client Success Manager Coupa,CrossCountry Consulting,"Consulting, Consulting, Manager, Manager, SaaS, SaaS",💰 Upgrade to Premium to see salary,2025-12-30T00:01:40+00:00,United States,United States,Multiple locations,Other,R,1,R
Social Media Manager Platform,Digital Media Management,"Manager, Manager, Training, Training, Copywriting, Copywriting",💰 Upgrade to Premium to see salary,2025-12-30T00:01:33+00:00,United States,United States,Multiple locations,Data Science,R,1,R
IT Operations Specialist,MyFunded Futures,"Security, Security, Support, Support, Financial, Financial",💰 Upgrade to Premium to see salary,2025-12-30T00:01:27+00:00,Remote,Remote,Remote,Support,R,1,R
Senior Software Engineer,Chainguard,"Software, Software, Design, Design, Cloud, Cloud",💰 Upgrade to Premium to see salary,2025-12-30T00:01:11+00:00,Remote,Remote,Remote,Software Development,R,1,R
Senior Specialist Senior Accountant Shared Financial Services,Make-A-Wish America,"Accountant, Accountant, Accounting, Accounting, Financial, Financial",💰 Upgrade to Premium to see salary,2025-12-30T00:00:49+00:00,Remote,Remote,Remote,Finance,None identified,0,
Senior Product Manager,Agile Six,"Manager, Manager, Growth, Growth, Senior, Senior",💰 Upgrade to Premium to see salary,2025-12-30T00:00:27+00:00,United States,United States,Multiple locations,Product Management,R,1,R
Senior Engineering Manager Infrastructure,MZLA Technologies Corporation,"Manager, Manager, Senior, Senior, Engineering, Engineering",💰 Upgrade to Premium to see salary,2025-12-29T20:00:42+00:00,Remote Canada,Canada,Remote,Other,R,1,R
Work From Home Benefits Services Representative,Global Elite Texas,"Security, Security, Training, Training, Architect, Architect",💰 Upgrade to Premium to see salary,2025-12-29T18:00:55+00:00,"Portland, Maine","Portland, Maine",Multiple locations,Data Science,R,1,R
Senior Infrastructure Engineer,Paradigm Health,"Security, Security, DevOps, DevOps, Cloud, Cloud",💰 Upgrade to Premium to see salary,2025-12-29T18:00:31+00:00,Remote - United States,United States,Remote,DevOps,"Devops, R",2,Devops | R
Senior Software Developer II Cloud,Life360,"Developer, Developer, Software, Software, Cloud, Cloud",💰 Upgrade to Premium to see salary,2025-12-29T18:00:14+00:00,"Remote, Canada",Canada,Remote,Software Development,R,1,R
HR Administrator,Offshore Launch,"HR, HR, Growth, Growth, Payroll, Payroll",💰 Upgrade to Premium to see salary,2025-12-29T16:01:31+00:00,Remote,Remote,Remote,Other,R,1,R
Product Designer,Ahrefs,"Design, Design, Designer, Designer, Technical, Technical",💰 Upgrade to Premium to see salary,2025-12-29T16:01:02+00:00,Remote,Remote,Remote,Design,R,1,R
Client Success Manager,Offshore Launch,"Manager, Manager, Support, Support, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-29T16:00:46+00:00,Remote,Remote,Remote,Support,R,1,R
Full Stack Developer,MicroVentures,"Developer, Developer, Laravel, Laravel, Senior, Senior",💰 Upgrade to Premium to see salary,2025-12-29T16:00:41+00:00,Texas,Texas,Multiple locations,Software Development,"Laravel, R",2,Laravel | R
Sales Development Manager,Dune,"Manager, Manager, SaaS, SaaS, Crypto, Crypto",💰 Upgrade to Premium to see salary,2025-12-29T16:00:27+00:00,London,London,Multiple locations,Sales,R,1,R
Current job openings,Databricks,,💰 Upgrade to Premium to see salary,2025-12-29T16:00:21+00:00,Remote,Remote,Remote,Other,None identified,0,
Senior Business Analyst,Xpansiv,"Analyst, Analyst, Design, Design, System, System",💰 Upgrade to Premium to see salary,2025-12-29T12:01:22+00:00,Remote,Remote,Remote,Other,None identified,0,
Project Coordinator Contract,INFUSE,"Security, Security, Coordinator, Coordinator, Test, Test",💰 Upgrade to Premium to see salary,2025-12-29T12:01:15+00:00,Remote,Remote,Remote,Other,R,1,R
Commercial Sales Engineer Central,Chainguard,"Security, Security, Technical, Technical, Support, Support",💰 Upgrade to Premium to see salary,2025-12-29T12:00:34+00:00,United States,United States,Multiple locations,Sales,R,1,R
Business Development Manager,Unlimit,"Manager, Manager, Crypto, Crypto, Support, Support",💰 Upgrade to Premium to see salary,2025-12-29T10:00:02+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Sales,R,1,R
Motion Designer,Alpaca,"Design, Design, Crypto, Crypto, Designer, Designer",💰 Upgrade to Premium to see salary,2025-12-29T08:00:22+00:00,Remote - North America,Remote - North America,Multiple locations,Design,R,1,R
Social Media Content Specialist,AllTrails,"Design, Design, Support, Support, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-29T02:00:02+00:00,Remote,Remote,Remote,Support,R,1,R
Senior Backend Software Engineer,Teleport,"Software, Software, Security, Security, Recruiter, Recruiter",💰 Upgrade to Premium to see salary,2025-12-28T16:00:02+00:00,United States,United States,Multiple locations,Software Development,R,1,R
DevOps Software Engineer Energy Storage,Redwood Materials,"Software, Software, Growth, Growth, Web, Web",💰 Upgrade to Premium to see salary,2025-12-27T20:00:16+00:00,San Francisco,San Francisco,Multiple locations,Software Development,R,1,R
Business Systems Analyst,NASA Federal Credit Union,"Analyst, Analyst, Design, Design, System, System",💰 Upgrade to Premium to see salary,2025-12-27T18:00:09+00:00,Remote,Remote,Remote,Other,None identified,0,
Customer Experience Associate New Req,Koala Health,"Technical, Technical, Support, Support, Web, Web",💰 Upgrade to Premium to see salary,2025-12-27T18:00:01+00:00,Remote,Remote,Remote,Support,R,1,R
Frontend Engineer Trading Platform,MyFunded Futures,"Front End, Front End, Design, Design, Test, Test",💰 Upgrade to Premium to see salary,2025-12-27T08:00:12+00:00,Remote,Remote,Remote,Software Development,R,1,R
Internal Controls & Policy Adherence Testing Analyst,CloudWalk,"Testing, Testing, Analyst, Analyst, Design, Design",💰 Upgrade to Premium to see salary,2025-12-27T00:01:36+00:00,United States,United States,Multiple locations,Other,None identified,0,
Frontend Product Engineer,Mento,"Front End, Front End, Design, Design, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-27T00:01:28+00:00,Remote,Remote,Remote,Software Development,R,1,R
Commercial P&C Support Representative,Thimble,"Training, Training, Technical, Technical, Support, Support",💰 Upgrade to Premium to see salary,2025-12-27T00:01:08+00:00,United States,United States,Multiple locations,Data Science,R,1,R
Content Manager,Terra,"Manager, Manager, Design, Design, Writer, Writer",💰 Upgrade to Premium to see salary,2025-12-27T00:01:00+00:00,U.S.,U.S.,Multiple locations,Other,R,1,R
Associate Clinical Director Oncology,Private Health Management,"Director, Director, Manager, Manager, Executive, Executive",💰 Upgrade to Premium to see salary,2025-12-27T00:00:53+00:00,Remote,Remote,Remote,Other,R,1,R
Recovery Analyst Underpayments,Trend Health Partners,"Analyst, Analyst, System, System, Software, Software",💰 Upgrade to Premium to see salary,2025-12-27T00:00:27+00:00,Remote,Remote,Remote,Other,R,1,R
Cloud Full Stack Python Software Engineer US,"Railroad19, Inc","Python, Python, Software, Software, React, React",💰 Upgrade to Premium to see salary,2025-12-27T00:00:20+00:00,U.S. Remote,U.S. Remote,Multiple locations,Software Development,"Python, R, React",3,Python | R | React
Customer Care Specialist Inbound Phone Support,HONK,"Support, Support, Growth, Growth, Operations, Operations",💰 Upgrade to Premium to see salary,2025-12-27T00:00:13+00:00,Remote,Remote,Remote,Support,R,1,R
Staff Software Engineer Backend with Close 10 years of experience,Outreach,"Software, Software, Design, Design, Technical, Technical",💰 Upgrade to Premium to see salary,2025-12-26T11:00:02+00:00,Hyderabad,Hyderabad,Multiple locations,Software Development,R,1,R
Technical Program Associate,GiveDirectly,"Technical, Technical, Software, Software, Financial, Financial",💰 Upgrade to Premium to see salary,2025-12-26T08:00:15+00:00,London,London,Multiple locations,Other,R,1,R
Full Stack Engineer Contacts,Calendly,"Design, Design, SaaS, SaaS, React, React",💰 Upgrade to Premium to see salary,2025-12-25T22:00:17+00:00,Remote - US,Us,Remote,Software Development,"R, React",2,R | React
Product Security Engineer DeFi,FalconX,"Defi, Defi, Security, Security, Design, Design",💰 Upgrade to Premium to see salary,2025-12-25T14:00:16+00:00,New York City,New York City,Multiple locations,Other,R,1,R
Senior Frontend Engineer,Arize AI,"Front End, Front End, React, React, Typescript, Typescript",💰 Upgrade to Premium to see salary,2025-12-25T10:00:21+00:00,Remote,Remote,Remote,Software Development,"R, React, Typescript",3,R | React | Typescript
Site Reliability Engineer,Wormhole Foundation,"Security, Security, Support, Support, Operational, Operational",💰 Upgrade to Premium to see salary,2025-12-24T19:00:25+00:00,Remote,Remote,Remote,DevOps,R,1,R
Product Manager Wallet SDKs,Startale,"Manager, Manager",💰 Upgrade to Premium to see salary,2025-12-24T19:00:06+00:00,Remote,Remote,Remote,Product Management,R,1,R
Growth Marketing Manager,InfStones,"Growth, Growth, Manager, Manager, Web3, Web3",💰 Upgrade to Premium to see salary,2025-12-24T14:00:02+00:00,Texas,Texas,Multiple locations,Marketing,"R, Web3",2,R | Web3
Senior Data Engineer,Nansen.ai,"Crypto, Crypto, Software, Software, Senior, Senior",💰 Upgrade to Premium to see salary,2025-12-24T09:00:49+00:00,"Remote EMEA, Remote Asia","Remote EMEA, Remote Asia",Multiple locations,Other,R,1,R
Social Media Manager,GiveDirectly,"Manager, Manager, Software, Software, Financial, Financial",💰 Upgrade to Premium to see salary,2025-12-24T09:00:19+00:00,Nairobi,Nairobi,Multiple locations,Other,R,1,R
Senior Full Stack Engineer,Teleport,"Design, Design, Security, Security, Recruiter, Recruiter",💰 Upgrade to Premium to see salary,2025-12-24T08:00:04+00:00,United States,United States,Multiple locations,Software Development,R,1,R
Project Director Campus Action Planning,Campus Compact,"Director, Director, Students, Students, Technical, Technical",💰 Upgrade to Premium to see salary,2025-12-24T00:00:48+00:00,Remote - Anywhere in the U.S.,Remote - Anywhere in the U.S.,Multiple locations,Other,R,1,R
Member Support Specialist,DISQO,"Support, Support, Test, Test, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-24T00:00:24+00:00,Yerevan,Yerevan,Multiple locations,Support,R,1,R
Product Manager GeckoTerminal,CoinGecko,"Manager, Manager, Design, Design, Crypto, Crypto",💰 Upgrade to Premium to see salary,2025-12-23T14:00:38+00:00,Malaysia,Malaysia,Multiple locations,Product Management,R,1,R
Senior Analytics Engineer,Alpaca,"Crypto, Crypto, Technical, Technical, Support, Support",💰 Upgrade to Premium to see salary,2025-12-23T14:00:31+00:00,Remote - North America,Remote - North America,Multiple locations,Data Analysis,R,1,R
Growth Marketer,BitMEX,"Growth, Growth, Crypto, Crypto, Cryptocurrency, Cryptocurrency",💰 Upgrade to Premium to see salary,2025-12-23T13:00:19+00:00,Remote - Europe,Remote - Europe,Multiple locations,Other,R,1,R
BIM Modeler,Sanctuary,"Design, Design, System, System, 3d, 3d",💰 Upgrade to Premium to see salary,2025-12-23T08:00:17+00:00,New Delhi,New Delhi,Multiple locations,Other,None identified,0,
Commercial Pilots AI Trainer,Handshake,"Trainer, Trainer, System, System, Students, Students",💰 Upgrade to Premium to see salary,2025-12-23T08:00:11+00:00,San Francisco,San Francisco,Multiple locations,Data Science,R,1,R
Senior Director Global Support,Elite Technology,"Director, Director, SaaS, SaaS, Embedded, Embedded",💰 Upgrade to Premium to see salary,2025-12-23T00:03:10+00:00,US - Remote,Us,US,Support,R,1,R
Medical Affairs Writer Contract,Kyverna Therapeutics,"Writer, Writer, Management, Management, Lead, Lead",💰 Upgrade to Premium to see salary,2025-12-23T00:02:52+00:00,Remote,Remote,Remote,Data Science,R,1,R
Executive Director Patient Advocacy,Kyverna Therapeutics,"Director, Director, Support, Support, Edu, Edu",💰 Upgrade to Premium to see salary,2025-12-23T00:02:45+00:00,Remote,Remote,Remote,Support,R,1,R
Manager Commercial Sales,Cribl,"Manager, Manager, Security, Security, Technical, Technical",💰 Upgrade to Premium to see salary,2025-12-23T00:02:38+00:00,Remote - United States,United States,Remote,Sales,R,1,R
SEC Reporting Manager,HighLevel,"Manager, Manager, Technical, Technical, Support, Support",💰 Upgrade to Premium to see salary,2025-12-23T00:02:14+00:00,United States,United States,Multiple locations,Support,R,1,R
Director Medical Information,Kyverna Therapeutics,"Director, Director, System, System, Training, Training",💰 Upgrade to Premium to see salary,2025-12-23T00:02:07+00:00,Remote,Remote,Remote,Data Science,R,1,R
Associate Medical Writer,Precision AQ,"Writer, Writer, Support, Support, Edu, Edu",💰 Upgrade to Premium to see salary,2025-12-23T00:02:00+00:00,"Remote, United States",United States,Remote,Support,R,1,R
Junior Account Manager,Unlimited Technology,"Manager, Manager, Security, Security, Support, Support",💰 Upgrade to Premium to see salary,2025-12-23T00:01:35+00:00,Remote,Remote,Remote,Support,R,1,R
Vice President Commercial & Channel Sales,DNSFilter,"Design, Design, Support, Support, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-23T00:01:11+00:00,Remote,Remote,Remote,Sales,R,1,R
Managing Director AMER Advertising Solutions,Kochava,"Director, Director, SaaS, SaaS, Gaming, Gaming",💰 Upgrade to Premium to see salary,2025-12-23T00:00:40+00:00,United States,United States,Multiple locations,Other,R,1,R
SaaS Business Development Representative U.S. Eastern Time Zone,Buynomics,"SaaS, SaaS, System, System, Support, Support",💰 Upgrade to Premium to see salary,2025-12-23T00:00:34+00:00,Eastern Time Zone (EST) USA,EST Timezone,Eastern Time Zone (EST) USA,Sales,R,1,R
Web Analyst Web Data and Analytics,Best Egg,"Web, Web, Analyst, Analyst, Technical, Technical",💰 Upgrade to Premium to see salary,2025-12-23T00:00:17+00:00,Remote / Flexible,Remote / Flexible,Multiple locations,Data Analysis,None identified,0,
Software Engineer Infrastructure,xAI,"Software, Software, Engineer, Engineer, Engineering, Engineering",💰 Upgrade to Premium to see salary,2025-12-22T22:00:12+00:00,Palo Alto,Palo Alto,Multiple locations,Software Development,R,1,R
Senior Data Engineer,HugeInc,"Support, Support, Senior, Senior, Engineer, Engineer",💰 Upgrade to Premium to see salary,2025-12-22T19:00:11+00:00,United States,United States,Multiple locations,Support,R,1,R
Performance Application Engineer Intelligent Factory,Intrinsic,"System, System, Technical, Technical, Software, Software",💰 Upgrade to Premium to see salary,2025-12-22T18:00:36+00:00,Mountain View,Mountain View,Multiple locations,Other,R,1,R
Software Manager Exchange,GHX,"Software, Software, Manager, Manager, Technical, Technical",💰 Upgrade to Premium to see salary,2025-12-22T18:00:19+00:00,Louisville,Louisville,Multiple locations,Other,R,1,R
Staff Software Engineer Backend,Leona Health,"Software, Software, Python, Python, Cto, Cto",💰 Upgrade to Premium to see salary,2025-12-22T18:00:02+00:00,San Francisco,San Francisco,Multiple locations,Software Development,"Python, R",2,Python | R
AI Engineer,Magna Legal Services,"Support, Support, Legal, Legal, Engineer, Engineer",💰 Upgrade to Premium to see salary,2025-12-22T16:00:23+00:00,Remote,Remote,Remote,Data Science,R,1,R
Executive Virtual Assistant,Offshore Launch,"Assistant, Assistant, Founder, Founder, Ceo, Ceo",💰 Upgrade to Premium to see salary,2025-12-22T15:00:18+00:00,Remote,Remote,Remote,Other,R,1,R
Data Engineer,Sayari,"Python, Python, Software, Software, Code, Code",💰 Upgrade to Premium to see salary,2025-12-22T00:00:40+00:00,Remote - US,Us,Remote,Other,"Python, R",2,Python | R
Director of Narrative and Video Storytelling,Field AI,"Director, Director, Technical, Technical, Support, Support",💰 Upgrade to Premium to see salary,2025-12-21T16:00:19+00:00,"Irvine, CA","Irvine, CA",Multiple locations,Support,R,1,R
Senior GenAI Technical Lead Partner Platforms,2100 NVIDIA USA,"Design, Design, Technical, Technical, Support, Support",💰 Upgrade to Premium to see salary,2025-12-21T16:00:02+00:00,"US, CA, Santa Clara",Us,US,Data Science,R,1,R
Current openings,Sezzle,,💰 Upgrade to Premium to see salary,2025-12-20T20:00:06+00:00,Remote,Remote,Remote,Other,None identified,0,
Senior DevOps Engineer,Little Thinking Minds,"Security, Security, Students, Students, Architect, Architect",💰 Upgrade to Premium to see salary,2025-12-20T08:00:40+00:00,Amman,Amman,Multiple locations,DevOps,R,1,R
Senior Research Engineer OLMo,The Allen Institute for Artificial Intelligence,"Senior, Senior, Excel, Excel, Engineer, Engineer",💰 Upgrade to Premium to see salary,2025-12-20T03:00:15+00:00,"Seattle, WA","Seattle, WA",Multiple locations,Data Analysis,R,1,R
Head of Studio Standards and Business,Samsung Research America,"Security, Security, Technical, Technical, Testing, Testing",💰 Upgrade to Premium to see salary,2025-12-20T00:01:08+00:00,Irvine,Irvine,Multiple locations,Other,R,1,R
Staff User Researcher,Nourish,"Mobile, Mobile, Health, Health, Healthcare, Healthcare",💰 Upgrade to Premium to see salary,2025-12-20T00:00:33+00:00,New York,New York,Multiple locations,Other,R,1,R
Operations Recruiter,Field AI,"Design, Design, Technical, Technical, Recruiter, Recruiter",💰 Upgrade to Premium to see salary,2025-12-19T16:00:25+00:00,"Irvine, CA","Irvine, CA",Multiple locations,Other,R,1,R
Full Stack Software Engineer III Angular Java,MeridianLink,"Software, Software, Design, Design, Front-End, Front-End",💰 Upgrade to Premium to see salary,2025-12-19T16:00:18+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Software Development,R,1,R
JumpCloud,JumpCloud,,💰 Upgrade to Premium to see salary,2025-12-19T12:00:08+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Other,None identified,0,
Marketing Strategist,OneLocal,"SaaS, SaaS, Consult, Consult, Technical, Technical",💰 Upgrade to Premium to see salary,2025-12-19T11:00:20+00:00,Remote,Remote,Remote,Marketing,None identified,0,
Software Engineer,Field Nation,"Software, Software, SaaS, SaaS, React, React",💰 Upgrade to Premium to see salary,2025-12-19T08:00:46+00:00,Dhaka,Dhaka,Multiple locations,Software Development,"R, React",2,R | React
Platform Security Engineer,Braze,"Security, Security, Growth, Growth, Engineer, Engineer",💰 Upgrade to Premium to see salary,2025-12-19T08:00:12+00:00,Bucharest,EST Timezone,Bucharest,Other,R,1,R
Lead Medical Writer Medical Communications,Avalere Health,"Training, Training, Consultancy, Consultancy, Writer, Writer",💰 Upgrade to Premium to see salary,2025-12-19T08:00:12+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Data Science,R,1,R
Senior Product Marketing Manager Cloud Security,"Tenable, Inc.","Security, Security, Manager, Manager, Technical, Technical",💰 Upgrade to Premium to see salary,2025-12-18T22:00:17+00:00,Columbia,Columbia,Multiple locations,Marketing,R,1,R
Software Engineer Integrations,Deposco,"Software, Software, Design, Design, SaaS, SaaS",💰 Upgrade to Premium to see salary,2025-12-18T16:00:24+00:00,Alpharetta,Alpharetta,Multiple locations,Software Development,R,1,R
Product Marketing Manager,Shakepay,"Manager, Manager, Bitcoin, Bitcoin, Financial, Financial",💰 Upgrade to Premium to see salary,2025-12-18T10:00:18+00:00,"Remote, Canada",Canada,Remote,Marketing,R,1,R
SDET II SDET III,Netomi,,💰 Upgrade to Premium to see salary,2025-12-18T08:00:37+00:00,Remote - India,India,Remote,Other,None identified,0,
Director IT & Security,HighlightTA,"Security, Security, Director, Director, Training, Training",💰 Upgrade to Premium to see salary,2025-12-18T08:00:24+00:00,Toronto,Toronto,Multiple locations,Data Science,R,1,R
Product Owner Payments,Flex,"Design, Design, SaaS, SaaS, Security, Security",💰 Upgrade to Premium to see salary,2025-12-18T08:00:17+00:00,Remote / USA,Usa,Remote /,Product Management,R,1,R
Community Manager,"Manta Network, Powered by p0x labs","Manager, Manager, Web3, Web3, Crypto, Crypto",💰 Upgrade to Premium to see salary,2025-12-18T07:00:01+00:00,any,any,Multiple locations,Other,"R, Web3",2,R | Web3
Manager Security Product Research,Corelight,"Security, Security, Manager, Manager, Cloud, Cloud",💰 Upgrade to Premium to see salary,2025-12-17T22:00:13+00:00,North America,North America,Multiple locations,Other,R,1,R
Software Engineer III,MeridianLink,"Software, Software, Design, Design, C#, C#",💰 Upgrade to Premium to see salary,2025-12-17T16:00:17+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Software Development,"C#, R",2,C# | R
Graphic Designer,Waterfall,"NFT, NFT, Designer, Designer, Travel, Travel",💰 Upgrade to Premium to see salary,2025-12-17T13:00:01+00:00,Remote,Remote,Remote,Design,R,1,R
Technical Customer Growth Manager,Immutable,"Growth, Growth, Manager, Manager, SaaS, SaaS",💰 Upgrade to Premium to see salary,2025-12-17T12:00:51+00:00,South Korea,South Korea,Multiple locations,Other,R,1,R
Senior Software Engineer Trading Technology,BitMEX,"Software, Software, Crypto, Crypto, Cryptocurrency, Cryptocurrency",💰 Upgrade to Premium to see salary,2025-12-17T12:00:44+00:00,Remote - EMEA,Remote - EMEA,Multiple locations,Software Development,R,1,R
Software Engineer I Dev Tooling,Sumo Logic,"Software, Software, Design, Design, System, System",💰 Upgrade to Premium to see salary,2025-12-17T12:00:18+00:00,Noida,Noida,Multiple locations,Software Development,R,1,R
Distributed Systems Engineer,LiveKit,"Design, Design, Technical, Technical, Support, Support",💰 Upgrade to Premium to see salary,2025-12-17T08:00:51+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Support,R,1,R
Sales Enablement and Training Manager,Socure,"Training, Training, Manager, Manager, System, System",💰 Upgrade to Premium to see salary,2025-12-17T08:00:45+00:00,Carson City,Carson City,Multiple locations,Data Science,R,1,R
